Transaction Created	Transaction Time Worked	Ticket ID	Queue Name	Ticket Requestor	Ticket Owner	Ticket Subject	Ticket Parents IDs	Ticket Children IDs	Request Type	School	Department/Concentration	Status	Sponsored?	Reason for Lab Access:	Lab Discovery	Audio & Video	Power Adapters	Input Devices	Cables & Adapters	Laptops	Misc	Year	month	Year-month
4/8/19 15:11									Lab Access	FAS	Political Economy	Graduate Student: Doctorate	No	Printing	Walk In							2019	04	2019-4
4/8/19 15:11									Lab Access	FAS	Political Economy	Graduate Student: Doctorate	No	Printing	Walk In							2019	04	2019-4
4/8/19 16:40									Helpdesk Task													2019	04	2019-4
4/8/19 21:30									Helpdesk Task													2019	04	2019-4
4/10/19 15:15									Lab Access	HMS	Medicine	Faculty	Yes	Place to Work;Research Project	Friends							2019	04	2019-4
4/10/19 15:15									Lab Access	HMS	Medicine	Faculty	Yes	Place to Work;Research Project	Friends							2019	04	2019-4
4/10/19 15:16									Lab Access	HMS	Medicine	Faculty	Yes	Place to Work;Research Project	Friends							2019	04	2019-4
4/10/19 15:16									Lab Access	HMS	Medicine	Faculty	Yes	Place to Work;Research Project	Friends							2019	04	2019-4
4/10/19 15:26									Lab Access	HMS	Medicine	Faculty	Yes	Place to Work;Research Project	Friends							2019	04	2019-4
4/10/19 15:27									Lab Access	HMS	Medicine	Faculty	Yes	Place to Work;Research Project	Friends							2019	04	2019-4
4/10/19 15:27									Lab Access	HMS	Medicine	Faculty	Yes	Place to Work;Research Project	Friends							2019	04	2019-4
4/10/19 16:07									Lab Access	HMS	Medicine	Faculty	Yes	Place to Work;Research Project	Friends							2019	04	2019-4
4/10/19 16:10									Helpdesk Task													2019	04	2019-4
4/10/19 17:34									Lab Access	HMS	Medicine	Faculty	Yes	Place to Work;Research Project	Friends							2019	04	2019-4
4/10/19 17:35									Helpdesk Task													2019	04	2019-4
4/10/19 17:35									Helpdesk Task													2019	04	2019-4
4/11/19 4:23									Software Request													2019	04	2019-4
4/11/19 4:25									Software Request													2019	04	2019-4
4/11/19 11:00									Software Request													2019	04	2019-4
4/11/19 11:01									Software Request													2019	04	2019-4
4/11/19 11:12									Software Request													2019	04	2019-4
4/11/19 11:18									Software Request													2019	04	2019-4
4/11/19 11:19									Software Request													2019	04	2019-4
4/11/19 11:19									Software Request													2019	04	2019-4
4/11/19 11:19									Software Request													2019	04	2019-4
4/11/19 11:20									Software Request													2019	04	2019-4
4/11/19 11:44									Software Request													2019	04	2019-4
4/11/19 12:15									Software Request													2019	04	2019-4
4/11/19 12:18									Software Request													2019	04	2019-4
4/11/19 13:10									Software Request													2019	04	2019-4
4/11/19 13:11									Software Request													2019	04	2019-4
4/11/19 13:11									Software Request													2019	04	2019-4
4/11/19 13:13									Software Request													2019	04	2019-4
4/11/19 13:13									Software Request													2019	04	2019-4
4/11/19 13:13									Software Request													2019	04	2019-4
4/11/19 13:13									Software Request													2019	04	2019-4
4/11/19 13:13									Software Request													2019	04	2019-4
4/11/19 13:14									Software Request													2019	04	2019-4
4/11/19 13:17									Software Request													2019	04	2019-4
4/11/19 13:17									Software Request													2019	04	2019-4
4/11/19 14:25									Software Request													2019	04	2019-4
4/11/19 14:27									Software Request													2019	04	2019-4
4/11/19 14:37									Software Request													2019	04	2019-4
4/11/19 15:35									Software Request													2019	04	2019-4
4/11/19 16:10									Software Request													2019	04	2019-4
4/11/19 16:21									Software Request													2019	04	2019-4
4/11/19 16:23									Software Request													2019	04	2019-4
4/11/19 16:39									Software Request													2019	04	2019-4
4/11/19 16:41									Software Request													2019	04	2019-4
4/11/19 16:45									Software Request													2019	04	2019-4
4/11/19 17:26									Software Request													2019	04	2019-4
4/11/19 20:28									Lab Access	FAS	Other	Affiliate	No	GIS Programs	Other							2019	04	2019-4
4/11/19 20:29									Lab Access	FAS	Other	Affiliate	No	GIS Programs	Other							2019	04	2019-4
4/11/19 20:32									Lab Access	FAS	Other	Affiliate	No	GIS Programs	Other							2019	04	2019-4
4/11/19 20:32									Lab Access	FAS	Other	Affiliate	No	GIS Programs	Other							2019	04	2019-4
4/11/19 20:32									Lab Access	FAS	Other	Affiliate	No	GIS Programs	Other							2019	04	2019-4
4/12/19 14:10									Software Request													2019	04	2019-4
4/12/19 14:10									Software Request													2019	04	2019-4
4/12/19 14:10									Software Request													2019	04	2019-4
4/12/19 19:44									Software Request													2019	04	2019-4
4/12/19 19:44									Software Request													2019	04	2019-4
4/12/19 19:44									Software Request													2019	04	2019-4
4/12/19 19:45									Software Request													2019	04	2019-4
4/12/19 19:45									Software Request													2019	04	2019-4
4/12/19 20:12									Software Request													2019	04	2019-4
4/15/19 15:17									Printing Related													2019	04	2019-4
4/15/19 17:18									Lab Access	FAS	Economics	Undergraduate Student	No	Design Project	Walk In							2019	04	2019-4
4/15/19 17:19									Lab Access	FAS	Economics	Undergraduate Student	No	Design Project	Walk In							2019	04	2019-4
4/15/19 17:19									Lab Access	FAS	Economics	Undergraduate Student	No	Design Project	Walk In							2019	04	2019-4
4/15/19 17:19									Lab Access	FAS	Economics	Undergraduate Student	No	Design Project	Walk In							2019	04	2019-4
4/15/19 17:19									Lab Access	FAS	Economics	Undergraduate Student	No	Design Project	Walk In							2019	04	2019-4
4/15/19 18:22									Lab Access	HKS	Other	Post Doc	Yes	Research Project;Statistical Programs	Friends							2019	04	2019-4
4/15/19 18:23									Lab Access	HKS	Other	Post Doc	Yes	Research Project;Statistical Programs	Friends							2019	04	2019-4
4/15/19 18:24									Lab Access	HKS	Other	Post Doc	Yes	Research Project;Statistical Programs	Friends							2019	04	2019-4
4/15/19 18:24									Lab Access	HKS	Other	Post Doc	Yes	Research Project;Statistical Programs	Friends							2019	04	2019-4
4/15/19 18:24									Lab Access	HKS	Other	Post Doc	Yes	Research Project;Statistical Programs	Friends							2019	04	2019-4
4/15/19 18:26									Printing Related													2019	04	2019-4
4/15/19 18:29									Printing Related													2019	04	2019-4
4/15/19 18:29									Printing Related													2019	04	2019-4
4/15/19 18:30									Software Request													2019	04	2019-4
4/16/19 0:49									Helpdesk Task													2019	04	2019-4
4/17/19 18:44									Helpdesk Task													2019	04	2019-4
4/18/19 13:39									Lab Access	FAS	Other	Visitor	No	Research Project	Fellow Student/Scholar							2019	04	2019-4
4/18/19 13:40									Lab Access	FAS	Other	Visitor	No	Research Project	Fellow Student/Scholar							2019	04	2019-4
4/18/19 13:41									Lab Access	FAS	Other	Visitor	No	Research Project	Fellow Student/Scholar							2019	04	2019-4
4/18/19 13:41									Lab Access	FAS	Other	Visitor	No	Research Project	Fellow Student/Scholar							2019	04	2019-4
4/18/19 13:41									Lab Access	FAS	Other	Visitor	No	Research Project	Fellow Student/Scholar							2019	04	2019-4
4/18/19 16:19									Lab Access	FAS	Sociology	Graduate Student: Doctorate	No	GIS Programs	Faculty							2019	04	2019-4
4/18/19 16:20									Lab Access	FAS	Sociology	Graduate Student: Doctorate	No	GIS Programs	Faculty							2019	04	2019-4
4/18/19 16:20									Lab Access	FAS	Sociology	Graduate Student: Doctorate	No	GIS Programs	Faculty							2019	04	2019-4
4/18/19 16:20									Lab Access	FAS	Sociology	Graduate Student: Doctorate	No	GIS Programs	Faculty							2019	04	2019-4
4/18/19 16:20									Lab Access	FAS	Sociology	Graduate Student: Doctorate	No	GIS Programs	Faculty							2019	04	2019-4
4/18/19 18:20									Lab Access	FAS	History	Undergraduate Student	No	Place to Work	Fellow Student/Scholar							2019	04	2019-4
4/18/19 18:21									Lab Access	FAS	History	Undergraduate Student	No	Place to Work	Fellow Student/Scholar							2019	04	2019-4
4/18/19 18:21									Lab Access	FAS	History	Undergraduate Student	No	Place to Work	Fellow Student/Scholar							2019	04	2019-4
4/18/19 18:21									Lab Access	FAS	History	Undergraduate Student	No	Place to Work	Fellow Student/Scholar							2019	04	2019-4
4/18/19 18:21									Lab Access	FAS	History	Undergraduate Student	No	Place to Work	Fellow Student/Scholar							2019	04	2019-4
4/18/19 22:33									Helpdesk Task													2019	04	2019-4
4/19/19 15:06									Lab Access	GSD	Architecture	Graduate Student: Masters	No	GIS Programs	Friends							2019	04	2019-4
4/19/19 15:06									Lab Access	GSD	Architecture	Graduate Student: Masters	No	GIS Programs	Friends							2019	04	2019-4
4/19/19 15:08									Lab Access	GSD	Architecture	Graduate Student: Masters	No	GIS Programs	Friends							2019	04	2019-4
4/19/19 15:08									Lab Access	GSD	Architecture	Graduate Student: Masters	No	GIS Programs	Friends							2019	04	2019-4
4/19/19 15:08									Lab Access	GSD	Architecture	Graduate Student: Masters	No	GIS Programs	Friends							2019	04	2019-4
4/22/19 13:20									Lab Access	GSD	Other	Graduate Student: Masters	No	Design Project;Place to Work	Course Instructor							2019	04	2019-4
4/22/19 13:20									Lab Access	GSD	Other	Graduate Student: Masters	No	Design Project;Place to Work	Course Instructor							2019	04	2019-4
4/22/19 13:21									Lab Access	GSD	Other	Graduate Student: Masters	No	Design Project;Place to Work	Course Instructor							2019	04	2019-4
4/22/19 13:22									Lab Access	GSD	Other	Graduate Student: Masters	No	Design Project;Place to Work	Course Instructor							2019	04	2019-4
4/22/19 13:22									Lab Access	GSD	Other	Graduate Student: Masters	No	Design Project;Place to Work	Course Instructor							2019	04	2019-4
4/22/19 15:34									Software Related	HKS	Public Administration	Graduate Student: Masters	Yes	Statistical Programs	Course Instructor							2019	04	2019-4
4/22/19 15:35									Software Related	HKS	Public Administration	Graduate Student: Masters	Yes	Statistical Programs	Course Instructor							2019	04	2019-4
4/22/19 15:36									Software Related	HKS	Public Administration	Graduate Student: Masters	Yes	Statistical Programs	Course Instructor							2019	04	2019-4
4/22/19 15:36									Software Related	HKS	Public Administration	Graduate Student: Masters	Yes	Statistical Programs	Course Instructor							2019	04	2019-4
4/22/19 15:36									Software Related	HKS	Public Administration	Graduate Student: Masters	Yes	Statistical Programs	Course Instructor							2019	04	2019-4
4/22/19 18:28									Helpdesk Task													2019	04	2019-4
4/23/19 15:55									Lab Access	GSD	Design Studies	Research Assistant	Yes	Design Project	Fellow Student/Scholar							2019	04	2019-4
4/23/19 15:55									Lab Access	GSD	Design Studies	Research Assistant	Yes	Design Project	Fellow Student/Scholar							2019	04	2019-4
4/23/19 15:56									Lab Access	GSD	Design Studies	Research Assistant	Yes	Design Project	Fellow Student/Scholar							2019	04	2019-4
4/23/19 15:56									Lab Access	GSD	Design Studies	Research Assistant	Yes	Design Project	Fellow Student/Scholar							2019	04	2019-4
4/23/19 15:56									Lab Access	GSD	Design Studies	Research Assistant	Yes	Design Project	Fellow Student/Scholar							2019	04	2019-4
4/24/19 1:01									Helpdesk Task													2019	04	2019-4
4/24/19 13:36									Helpdesk Task													2019	04	2019-4
4/24/19 19:52									Lab Access	GSD	Landscape Architecture	Graduate Student: Masters	No	Design Project	Word of Mouth							2019	04	2019-4
4/24/19 19:52									Lab Access	GSD	Landscape Architecture	Graduate Student: Masters	No	Design Project	Word of Mouth							2019	04	2019-4
4/24/19 19:53									Lab Access	GSD	Landscape Architecture	Graduate Student: Masters	No	Design Project	Word of Mouth							2019	04	2019-4
4/24/19 19:53									Lab Access	GSD	Landscape Architecture	Graduate Student: Masters	No	Design Project	Word of Mouth							2019	04	2019-4
4/24/19 19:53									Lab Access	GSD	Landscape Architecture	Graduate Student: Masters	No	Design Project	Word of Mouth							2019	04	2019-4
4/24/19 20:51									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Design Project	Friends							2019	04	2019-4
4/24/19 20:51									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Design Project	Friends							2019	04	2019-4
4/24/19 20:52									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Design Project	Friends							2019	04	2019-4
4/24/19 20:52									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Design Project	Friends							2019	04	2019-4
4/24/19 20:52									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Design Project	Friends							2019	04	2019-4
4/25/19 1:13									Helpdesk Task													2019	04	2019-4
4/25/19 12:46									Helpdesk Task													2019	04	2019-4
4/25/19 15:42									Item Checkout													2019	04	2019-4
4/25/19 15:43									Item Checkout													2019	04	2019-4
4/25/19 15:44									Item Checkout													2019	04	2019-4
4/25/19 15:44									Item Checkout													2019	04	2019-4
4/25/19 15:45									Item Checkout													2019	04	2019-4
4/25/19 15:59									Lab Access	FAS	Government	Undergraduate Student	No	GIS Programs	Faculty							2019	04	2019-4
4/25/19 16:00									Lab Access	FAS	Government	Undergraduate Student	No	GIS Programs	Faculty							2019	04	2019-4
4/25/19 16:01									Lab Access	FAS	Government	Undergraduate Student	No	GIS Programs	Faculty							2019	04	2019-4
4/25/19 16:01									Lab Access	FAS	Government	Undergraduate Student	No	GIS Programs	Faculty							2019	04	2019-4
4/25/19 16:01									Lab Access	FAS	Government	Undergraduate Student	No	GIS Programs	Faculty							2019	04	2019-4
4/26/19 13:45									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Powerful Computers	Other							2019	04	2019-4
4/26/19 13:45									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Powerful Computers	Other							2019	04	2019-4
4/26/19 13:46									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Powerful Computers	Other							2019	04	2019-4
4/26/19 13:46									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Powerful Computers	Other							2019	04	2019-4
4/26/19 13:46									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Powerful Computers	Other							2019	04	2019-4
4/26/19 13:48									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Powerful Computers	Other							2019	04	2019-4
4/26/19 15:33									Item Checkout													2019	04	2019-4
4/26/19 15:35									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Design Project	Friends							2019	04	2019-4
4/26/19 15:35									Lab Access	GSD	Landscape Architecture	Graduate Student: Masters	No	Design Project	Word of Mouth							2019	04	2019-4
4/26/19 15:36									Lab Access	GSD	Design Studies	Research Assistant	Yes	Design Project	Fellow Student/Scholar							2019	04	2019-4
4/26/19 15:36									Lab Access	GSD	Other	Graduate Student: Masters	No	Design Project;Place to Work	Course Instructor							2019	04	2019-4
4/26/19 15:36									Lab Access	GSD	Architecture	Graduate Student: Masters	No	GIS Programs	Friends							2019	04	2019-4
4/26/19 15:37									Lab Access	FAS	Political Economy	Graduate Student: Doctorate	No	Printing	Walk In							2019	04	2019-4
4/29/19 13:50									Lab Access	GSD	Critical Conservation	Graduate Student: Masters	No	Research Project	Friends							2019	04	2019-4
4/29/19 13:50									Lab Access	GSD	Critical Conservation	Graduate Student: Masters	No	Research Project	Friends							2019	04	2019-4
4/29/19 13:50									Lab Access	GSD	Critical Conservation	Graduate Student: Masters	No	Research Project	Friends							2019	04	2019-4
4/29/19 13:50									Lab Access	GSD	Critical Conservation	Graduate Student: Masters	No	Research Project	Friends							2019	04	2019-4
4/29/19 13:51									Lab Access	GSD	Critical Conservation	Graduate Student: Masters	No	Research Project	Friends							2019	04	2019-4
4/29/19 13:52									Lab Access	GSD	Other	Graduate Student: Masters	No	Place to Work	Fellow Student/Scholar							2019	04	2019-4
4/29/19 13:52									Lab Access	GSD	Other	Graduate Student: Masters	No	Place to Work	Fellow Student/Scholar							2019	04	2019-4
4/29/19 13:53									Lab Access	GSD	Other	Graduate Student: Masters	No	Place to Work	Fellow Student/Scholar							2019	04	2019-4
4/29/19 13:53									Lab Access	GSD	Other	Graduate Student: Masters	No	Place to Work	Fellow Student/Scholar							2019	04	2019-4
4/29/19 13:53									Lab Access	GSD	Other	Graduate Student: Masters	No	Place to Work	Fellow Student/Scholar							2019	04	2019-4
4/29/19 13:53									Helpdesk Task													2019	04	2019-4
4/29/19 14:40									Helpdesk Task													2019	04	2019-4
4/29/19 17:44									Helpdesk Task													2019	04	2019-4
4/29/19 18:36									Lab Access	FAS	Psychology	Graduate Student: Masters		Powerful Computers	Word of Mouth							2019	04	2019-4
4/29/19 18:45									Lab Access	FAS	Psychology	Graduate Student: Masters		Powerful Computers	Word of Mouth							2019	04	2019-4
4/29/19 18:45									Lab Access	FAS	Psychology	Graduate Student: Masters		Powerful Computers	Word of Mouth							2019	04	2019-4
4/29/19 18:45									Lab Access	FAS	Psychology	Graduate Student: Masters		Powerful Computers	Word of Mouth							2019	04	2019-4
4/29/19 19:27									Lab Access	FAS	Economics	Undergraduate Student	No	Research Project	Friends							2019	04	2019-4
4/29/19 19:27									Lab Access	FAS	Economics	Undergraduate Student	No	Research Project	Friends							2019	04	2019-4
4/29/19 19:27									Lab Access	FAS	Economics	Undergraduate Student	No	Research Project	Friends							2019	04	2019-4
4/29/19 19:27									Lab Access	FAS	Economics	Undergraduate Student	No	Research Project	Friends							2019	04	2019-4
4/29/19 19:28									Lab Access	FAS	Economics	Undergraduate Student	No	Research Project	Friends							2019	04	2019-4
4/29/19 22:26									Helpdesk Task													2019	04	2019-4
4/30/19 17:00									Lab Access	GSD	Urban Planning	Graduate Student: Masters	No	Multimedia Programs	Friends							2019	04	2019-4
4/30/19 17:00									Lab Access	GSD	Urban Planning	Graduate Student: Masters	No	Multimedia Programs	Friends							2019	04	2019-4
4/30/19 17:01									Lab Access	GSD	Urban Planning	Graduate Student: Masters	No	Multimedia Programs	Friends							2019	04	2019-4
4/30/19 17:01									Lab Access	GSD	Urban Planning	Graduate Student: Masters	No	Multimedia Programs	Friends							2019	04	2019-4
4/30/19 17:01									Lab Access	GSD	Urban Planning	Graduate Student: Masters	No	Multimedia Programs	Friends							2019	04	2019-4
5/2/19 0:01									Management Issue													2019	05	2019-5
5/2/19 13:48									Item Checkout	FAS	CGA	Staff										2019	05	2019-5
5/2/19 13:49									Item Checkout	FAS	CGA	Staff										2019	05	2019-5
5/2/19 13:49									Item Checkout	FAS	CGA	Staff										2019	05	2019-5
5/2/19 13:49									Item Checkout	FAS	CGA	Staff										2019	05	2019-5
5/2/19 13:52									Item Checkout	FAS	CGA	Staff										2019	05	2019-5
5/3/19 14:04									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Design Project	Fellow Student/Scholar							2019	05	2019-5
5/3/19 14:04									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Design Project	Fellow Student/Scholar							2019	05	2019-5
5/3/19 14:05									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Design Project	Fellow Student/Scholar							2019	05	2019-5
5/3/19 14:05									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Design Project	Fellow Student/Scholar							2019	05	2019-5
5/3/19 14:05									Lab Access	GSD	Architecture	Graduate Student: Masters	No	Design Project	Fellow Student/Scholar							2019	05	2019-5
5/5/19 17:18									Item Checkout	FAS	CGA	Staff										2019	05	2019-5
5/6/19 12:21									Helpdesk Task													2019	05	2019-5
5/6/19 14:46									Item Checkout	FAS	CGA	Staff										2019	05	2019-5
5/6/19 14:46									Item Checkout	FAS	CGA	Staff										2019	05	2019-5
5/6/19 14:47									Item Checkout	FAS	CGA	Staff										2019	05	2019-5
5/6/19 14:47									Item Checkout	FAS	CGA	Staff										2019	05	2019-5
5/6/19 14:47									Item Checkout	FAS	CGA	Staff										2019	05	2019-5
5/6/19 14:47									Item Checkout	FAS	CGA	Staff										2019	05	2019-5
5/6/19 14:50									Lab Access	FAS	Government	Undergraduate Student	No	Research Project	Fellow Student/Scholar							2019	05	2019-5
5/6/19 14:51									Lab Access	FAS	Government	Undergraduate Student	No	Research Project	Fellow Student/Scholar							2019	05	2019-5
5/6/19 14:52									Lab Access	FAS	Government	Undergraduate Student	No	Research Project	Fellow Student/Scholar							2019	05	2019-5
5/6/19 14:52									Lab Access	FAS	Government	Undergraduate Student	No	Research Project	Fellow Student/Scholar							2019	05	2019-5
5/6/19 14:52									Lab Access	FAS	Government	Undergraduate Student	No	Research Project	Fellow Student/Scholar							2019	05	2019-5
5/6/19 17:47									Lab Access	GSD	Landscape Architecture	Graduate Student: Masters	Yes	GIS Programs	Friends							2019	05	2019-5
5/6/19 17:47									Lab Access	GSD	Landscape Architecture	Graduate Student: Masters	Yes	GIS Programs	Friends							2019	05	2019-5
5/6/19 17:48									Lab Access	GSD	Landscape Architecture	Graduate Student: Masters	Yes	GIS Programs	Friends							2019	05	2019-5
5/6/19 17:48									Lab Access	GSD	Landscape Architecture	Graduate Student: Masters	Yes	GIS Programs	Friends							2019	05	2019-5
5/6/19 17:48									Lab Access	GSD	Landscape Architecture	Graduate Student: Masters	Yes	GIS Programs	Friends							2019	05	2019-5
5/6/19 20:36									Lab Access	GSD	Architecture	Graduate Student: Masters	Yes	Design Project	Walk In							2019	05	2019-5
5/6/19 20:36									Lab Access	GSD	Architecture	Graduate Student: Masters	Yes	Design Project	Walk In							2019	05	2019-5
5/6/19 20:37									Lab Access	GSD	Architecture	Graduate Student: Masters	Yes	Design Project	Walk In							2019	05	2019-5
5/6/19 20:37									Lab Access	GSD	Architecture	Graduate Student: Masters	Yes	Design Project	Walk In							2019	05	2019-5
5/6/19 20:37									Lab Access	GSD	Architecture	Graduate Student: Masters	Yes	Design Project	Walk In							2019	05	2019-5
5/7/19 13:55									Management Issue													2019	05	2019-5
5/7/19 13:55									Management Issue													2019	05	2019-5
5/7/19 14:00									Software Related													2019	05	2019-5
5/7/19 19:39									Lab Access	FAS	Government	Undergraduate Student	No	Research Project	Fellow Student/Scholar							2019	05	2019-5
5/7/19 19:40									Lab Access	FAS	Psychology	Graduate Student: Masters	No	Powerful Computers	Word of Mouth							2019	05	2019-5
5/7/19 19:41									Lab Access	FAS	Psychology	Graduate Student: Masters	No	Powerful Computers	Word of Mouth							2019	05	2019-5
5/7/19 19:42									Lab Access	FAS	Psychology	Graduate Student: Masters	No	Powerful Computers	Word of Mouth							2019	05	2019-5
5/7/19 21:02									Lab Access	GSE	Education Policy	Staff	No	Research Project	Web Search							2019	05	2019-5
5/7/19 21:03									Lab Access	GSE	Education Policy	Staff	No	Research Project	Web Search							2019	05	2019-5
5/7/19 21:03									Lab Access	GSE	Education Policy	Staff	No	Research Project	Web Search							2019	05	2019-5
5/7/19 21:03									Lab Access	GSE	Education Policy	Staff	No	Research Project	Web Search							2019	05	2019-5
5/7/19 21:03									Lab Access	GSE	Education Policy	Staff	No	Research Project	Web Search							2019	05	2019-5
5/8/19 1:04									Helpdesk Task													2019	05	2019-5
5/8/19 16:46									Helpdesk Task													2019	05	2019-5
5/9/19 18:06									Lab Access	FAS	Other	Visitor	No	Research Project	Fellow Student/Scholar							2019	05	2019-5
5/9/19 18:07									Lab Access	FAS	Other	Visitor	No	Research Project	Fellow Student/Scholar							2019	05	2019-5
5/9/19 18:11									Lab Access	FAS	Other	Visitor	No	Research Project	Fellow Student/Scholar							2019	05	2019-5
5/9/19 18:11									Lab Access	FAS	Other	Visitor	No	Research Project	Fellow Student/Scholar							2019	05	2019-5
5/9/19 18:11									Lab Access	FAS	Other	Visitor	No	Research Project	Fellow Student/Scholar							2019	05	2019-5
5/10/19 15:19									Computer Issue													2019	05	2019-5
5/10/19 17:56									Computer Issue													2019	05	2019-5
5/13/19 12:34									Management Issue													2019	05	2019-5
5/13/19 19:16									Computer Issue													2019	05	2019-5
5/13/19 19:17									Management Issue													2019	05	2019-5
5/13/19 19:24									Management Issue													2019	05	2019-5
5/14/19 13:23									Helpdesk Task													2019	05	2019-5
5/14/19 14:42									Helpdesk Task													2019	05	2019-5
5/15/19 12:12									Helpdesk Task													2019	05	2019-5
5/15/19 16:06									Lab Access	HSPH	Health Policy	Post Doc	Yes	GIS Programs	Other							2019	05	2019-5
5/15/19 16:07									Lab Access	HSPH	Health Policy	Post Doc	Yes	GIS Programs	Other							2019	05	2019-5
5/15/19 16:07									Lab Access	HSPH	Health Policy	Post Doc	Yes	GIS Programs	Other							2019	05	2019-5
5/15/19 16:07									Lab Access	HSPH	Health Policy	Post Doc	Yes	GIS Programs	Other							2019	05	2019-5
5/15/19 16:07									Lab Access	HSPH	Health Policy	Post Doc	Yes	GIS Programs	Other							2019	05	2019-5
5/15/19 16:18									Helpdesk Task													2019	05	2019-5
5/15/19 20:46									Lab Access	FAS	Government	Post Doc	No	GIS Programs	Other							2019	05	2019-5
5/15/19 20:46									Lab Access	FAS	Government	Post Doc	No	GIS Programs	Other							2019	05	2019-5
5/15/19 20:47									Lab Access	FAS	Government	Post Doc	No	GIS Programs	Other							2019	05	2019-5
5/15/19 20:47									Lab Access	FAS	Government	Post Doc	No	GIS Programs	Other							2019	05	2019-5
5/15/19 20:47									Lab Access	FAS	Government	Post Doc	No	GIS Programs	Other							2019	05	2019-5
5/16/19 12:44									Helpdesk Task													2019	05	2019-5
5/16/19 13:43									Management Issue													2019	05	2019-5
5/16/19 13:44									Management Issue													2019	05	2019-5
5/16/19 13:45									Management Issue													2019	05	2019-5
5/16/19 13:47									Management Issue													2019	05	2019-5
5/16/19 13:52									Management Issue													2019	05	2019-5
5/16/19 13:54									Management Issue													2019	05	2019-5
5/16/19 19:05									Lab Access	HSPH	Other	Graduate Student: Masters	Yes	GIS Programs	Faculty							2019	05	2019-5
5/16/19 19:06									Lab Access	HSPH	Other	Graduate Student: Masters	Yes	GIS Programs	Faculty							2019	05	2019-5
5/16/19 19:07									Lab Access	HSPH	Other	Graduate Student: Masters	Yes	GIS Programs	Faculty							2019	05	2019-5
5/16/19 19:07									Lab Access	HSPH	Other	Graduate Student: Masters	Yes	GIS Programs	Faculty							2019	05	2019-5
5/16/19 19:07									Lab Access	HSPH	Other	Graduate Student: Masters	Yes	GIS Programs	Faculty							2019	05	2019-5
5/16/19 19:12									Helpdesk Task													2019	05	2019-5
